question,context,label
伍德羅威爾遜建立了一個全國性的中央銀行，這是為哪個系統?,通化市是中華人民共和國吉林省下轄的地級市，位于吉林省東南部，渾江上游。國民政府時期為安東省省會，其境內的集安是高句麗舊都，現為國家歷史文化名城。通化市屬東北亞經濟圈腹地，是中國對朝鮮三大口岸之一，邊境線長203.5公里，是中國批准的邊境開放城市，為吉林省第五大城市，東北第十大城市，東北東部最大的區域性中心城市，同時也是吉林省距出海口最近的城市，素有「人參之鄉」、「中國中藥之鄉」、「優質大米之鄉」、「葡萄酒之鄉」和「滑雪之鄉」的「五鄉」之美譽。通化市內江東有楊靖宇的陵園，江西有高志航故居、玉皇山森林公園，江南有大型滑雪場。,0
坦干伊加宣告獨立是於西元幾年?,卡特16歲中學畢業後，進入美國喬治亞州立西南大學讀了一年工科，然後轉入喬治亞理工學院。1943年父親的好友、眾議員斯芬·佩斯說情，把他保送進美國海軍在安那波利斯的美國海軍官校，從此開始了11年的海軍生涯。1946年以820人中的第60名獲理學學士畢業，被授予海軍少尉軍階。隨後與羅莎琳·史密斯結婚。1948年卡特轉入潛艇部隊，先去康乃狄克州的潛艇學校學習半年，然後到太平洋艦隊常規潛艇「鯧魚號」服役。1949年晉升海軍中尉軍階。此後一年多，他隨艦在太平洋海域執勤，並多次到達盟國港口。1951年，調入梭魚號潛艦，取得了潛艇艦長資格，擔任過副艦長。,0
利用什麼方式處理稻草可以增加土壤的養分？,利用稻草編織出的工藝產品，也相當常見，如草蓆，草帽等。在稻田中最常見的還有戴著帽子，用來嚇阻鳥群的稻草人，是早期農村相當常見的景觀。稻草在現今大力發展的食用菌產業中也占有一席之地，稻草經過發酵以後能用於栽培如雙孢蘑菇等食用菌。然而今日由於機械化器具引進，牲畜減少，塑膠生活用品也處處皆是，因此稻草的用處急遽減少。許多農民收割之後，會在田中以焚燒的方式來處理大量稻草，但同時製造空氣污染。以目前的社會型態，最好的處理方式是就地掩埋稻草，除不會製造空氣汙染外，尚可加強土壤的養份。據台灣農業改良會研究，在排水良好的稻田中，就地掩埋稻草，能對第一期作水稻增產10％。,1
恆星的表面溫度與半徑如果有變其什麼物理量也會跟著變？,父親對彌爾的教育以功利主義當作倫理學的基底，源自於傑姆斯與邊沁的交情，事實上彌爾自己也與邊沁常有接觸，邊沁死後還負責整理他的著作；在這樣的情況下，彌爾有意無意成為功利主義學派的接班人。在彌爾青年期的晚期，在古典哲學的雄厚背景下，對政治經濟學與法學又下了一番苦工，並且開始在報刊文獻上發表文章，其中最主要的場域是在哲學激進派的喉舌《西敏寺評論》，與之相抗衡的是輝格黨的《愛丁堡評論》以及托利黨的《季刊》，他並且組織了學社與年紀長他不少的人進行學術思辨，並且以讀書會的形式增加自己在政治經濟學、邏輯學與心理學的知識；1823年進入東印度公司任職，此後便以公務生涯為職，直到東印度公司在1856年解散為止，這樣的公務生涯，使得他成年這段時間有大量的時間從事思想工作。總結他的學習生涯，沒有玩伴、沒有嬉戲，只有書籍和父親的話語，這樣的生活在1826年出了問題，在那一年他進入了一種精神危機的狀態，在這段時間裡他不斷思索作為一個人的價值何在，並且漸漸從華滋華斯的詩中得到一些啟發，五年後精神危機慢慢過去，他的思想也就進入了一個嶄新的階段，並且開始大幅修正原來的功利主義觀。,0
克勞斯工藝可以用於哪一物質元素的回收再利用？,"《聖經》在《詩篇》93:1, 96:10，以及《歷代志》上16:30記錄著世界就堅定，不得動搖。在《詩篇》104:5以同樣的方式寫著將地立在根基上，使地永不動搖。更多地，在《傳道書》1:5中記錄著日頭出來，日頭落下，急歸所出之地。等等。和焦爾達諾·布魯諾一樣，伽利略捍衛日心說，進而宣稱它與經文並不衝突。他採取奧古斯丁的經文立場，即不能將所有篇章予以字面解釋，特別是在詩篇和歌頌上，不是對現實的描述或歷史問題上。他相信經文作者僅僅是從地理角度來觀察世界，從這點來看太陽的確升起落下。另一種解釋是作者從一種現象的角度來記錄，或是這只是一種寫作風格。因此，伽利略認為科學與經文沒有衝突，只是經文僅僅討論了一種不同的地球運動，而非自轉。在1616年時，反對哥白尼學派的聲浪成為教會的主流，伽利略到羅馬勸說天主教權威不要禁止伽利略思想。直至最後，將哥白尼的《天體運行論》納入《禁書目錄》的命令被下達，理由是太陽恆定，地球自轉為錯誤理論，與神聖經文相悖，暫停，直到它被修正。在指令下達前，根據教宗的要求，貝拉明樞機提前告知了伽利略，稱這種觀點不可能被辯護，說服他放棄。伽利略答應順從。貝拉明並沒有禁止伽利略將日心說當成數學科幻，但如果他膽敢將它作為物理觀點的話，就得小心。在隨後的幾年中，伽利略都迴避這個問題。當樞機馬佛奧·巴貝日尼當選教宗烏爾班八世時，他才繼續在這一問題上著書。巴貝日尼是伽利略的朋友，對他十分尊敬，反對1616年對伽利略的指控。在1632年出版的《關於托勒密和哥白尼兩大世界體系的對話》一書被異端審判庭和教宗准許。",0
有4成五的韓國高中應屆畢業生沒有直接進入哪一程度的學校就讀？,這樣，議會共同體違反了當初他們支持的原則，故此陷入困境。1920年4月，工人動盪爆發，包括鐵路工人罷工。根據Gligorijevic，這令雙方決心解決紛爭。最後，普羅蒂奇辭職，中立的米倫科·韋斯尼奇接任。民主党進入政府，但社民黨就因為政府採取反共措施而拒絕加入。早前令政黨分化的爭議仍未結束。民主黨繼續堅持推行集權政策，又歷陳激烈土改的需要。最後，政黨因選舉法意見相左，民主黨在議會投票反對政府。這次會議人數不足，但維斯尼奇以此為由辭職。結果，激進黨承認集權政策的必需，而民主黨則放棄推行土改，正好符合維斯尼奇的心意，讓他再次領導政府。然而，克羅埃西亞社區和斯洛維尼亞的人民黨不滿集權政策。普羅蒂奇因為此問題而退出政府。1920年9月，因為牛隻列印問題，克羅埃西亞爆發農民起義。克羅埃西亞社區不滿集權政策，尤其指責部長斯韋托扎爾·普里比切維奇。,0
全美第一所什麼學院為於麻省理工?,麻省理工建築與規劃學院是全美第一所建築學院，一直以來設計了不少風格前衛的建築物。第一批建於劍橋校園的大樓常被稱之為麥克勞林建築群，因它們是在校長理察·科伯恩·麥克勞林的監督下完工。這些由建築學大師威廉·W·博斯沃思設計的大樓，是全美第一批以鋼筋混凝土建成的非工業建築物。博斯沃思的設計靈感來自二十世紀初的城市美化運動，並參照了萬神廟的風格建造內含巴克工程學圖書館的大圓頂。大圓頂面向每年畢業典禮的舉辦地點—基利安閣。周邊的石灰石大樓刻有一些重要的科學家與哲學家之名。阿爾瓦爾·阿爾托所設計的巴克舍、埃羅·沙里寧的麻省理工教堂與克雷斯吉禮堂、貝聿銘的格林大樓、德雷福斯、朗多、威斯納大樓均獲譽為是二戰後現代化建築風格的標杆。,1
在泰馬派山的防火山道被命名為什麼路?,最早的餐館存在於各地古代政府建立的驛站體系中。餐館在13世紀的中國杭州發展起來。當時的杭州是宋朝的文化經濟中心，人口逾100萬，為旅客而設的茶室及酒館林立，後來更發展出餐館，為旅客及本地人服務。當時已有各式各樣的餐館，提供不同菜色。在西方，第一間現代模式的餐館，即客人各於不同餐桌坐下、從餐牌選菜、有指定營業時間，是開業於1782年的 Grand Taverne de Londres。1789年法國大革命後，法國飲食業同業公會解散，貴族逃亡，留下大批擅於烹調的傭人，加上大批從法國不同省份湧到巴黎的人有膳食需求，於是餐館在巴黎如雨後春筍般開業，漸漸形成了法國人外出用膳的傳統，並使得法國烹飪如此受歡迎和高級化。,0
佔16.2%為長崎縣第幾的產業?,"2014年代，長崎縣的縣內生產總值有43,103億日元。人均縣民所得有235.2萬日元，相當於日本平均值的82%。就產業構造來看，第一產業佔長崎縣經濟總量的2.6%、第二產業佔16.2%、第三產業佔80.1%。長崎縣第一產業和政府服務在經濟中所佔比重大幅高於日本平均，而製造業和信息通信業的比重則大幅低於日本平均。由於多山的地形限制，長崎縣耕地面積比例較低。2015年，長崎縣耕地面積有49,100公頃，佔縣總面積的11.9%。總農戶數則有33,802戶。2015年，長崎縣農業生產額有1,553億日元，排名日本全國第22位和九州第五位。就生產金額來看，肉牛是長崎縣最主要的農產品，其次是馬鈴薯、水稻、豬、草莓。2015年時，長崎縣以上農產品的生產金額都超過100億日元。長崎縣枇杷的產量是日本第一，馬鈴薯排名日本第二，草莓排名日本第三。蘆筍、洋蔥、白菜、凸頂柑等農產品的產量也是日本前列。長崎縣森林面積有242,199公頃，森林覆蓋率有58.6%，林業生產額在近年約有60億日元。多島的地形和複雜的海岸線使得長崎縣有眾多漁港。2014年，長崎縣的捕撈漁業和養殖漁業的總漁獲量超過26萬噸。長崎縣漁業的生產量和生產金額都是日本第二，僅次於北海道。就魚種來看，以日本竹筴魚、白腹鯖、鰹魚、金槍魚、鰤魚、魷魚等魚種最為突出。長崎縣的日本竹筴魚、真鯛的生產量是日本第一。",1
長崎縣產量日本第一的水果為哪一種?,"2014年代，長崎縣的縣內生產總值有43,103億日元。人均縣民所得有235.2萬日元，相當於日本平均值的82%。就產業構造來看，第一產業佔長崎縣經濟總量的2.6%、第二產業佔16.2%、第三產業佔80.1%。長崎縣第一產業和政府服務在經濟中所佔比重大幅高於日本平均，而製造業和信息通信業的比重則大幅低於日本平均。由於多山的地形限制，長崎縣耕地面積比例較低。2015年，長崎縣耕地面積有49,100公頃，佔縣總面積的11.9%。總農戶數則有33,802戶。2015年，長崎縣農業生產額有1,553億日元，排名日本全國第22位和九州第五位。就生產金額來看，肉牛是長崎縣最主要的農產品，其次是馬鈴薯、水稻、豬、草莓。2015年時，長崎縣以上農產品的生產金額都超過100億日元。長崎縣枇杷的產量是日本第一，馬鈴薯排名日本第二，草莓排名日本第三。蘆筍、洋蔥、白菜、凸頂柑等農產品的產量也是日本前列。長崎縣森林面積有242,199公頃，森林覆蓋率有58.6%，林業生產額在近年約有60億日元。多島的地形和複雜的海岸線使得長崎縣有眾多漁港。2014年，長崎縣的捕撈漁業和養殖漁業的總漁獲量超過26萬噸。長崎縣漁業的生產量和生產金額都是日本第二，僅次於北海道。就魚種來看，以日本竹筴魚、白腹鯖、鰹魚、金槍魚、鰤魚、魷魚等魚種最為突出。長崎縣的日本竹筴魚、真鯛的生產量是日本第一。",1
一年中太陽損失的質量之數值如果以阿拉伯數字全寫出來會有多少個0？,每一顆恆星都會形成由微粒組成的恆星風，導致不斷噴出氣體進入太空。對多數的恆星，這樣的質量損失可以忽略不計。太陽每年損失的質量只有10的−14次方太陽質量，或是在它的一生中損失大約總質量的0.01%。然而，質量非常巨大的恆星每年可能損失10−7到10−5太陽質量，顯著的影響到它的演化。恆星進入主序帶的質量若是超過太陽質量的50倍，在主序帶的階段可以失去過一半的質量。恆星在主序帶上所經歷的時間取決於它的燃料量和消耗燃料的速率，換言之就是開始的光度和質量。對太陽來說，估計它的壽命有一百億年。大質量的恆星燃燒燃料的速度快，生命期就短；低質量的恆星燃燒燃料的速度很慢。,1
成為耶穌會的世俗助手後至少要多久時間才會升格？,基督教人文主義思想對耶穌會士產生了深遠影響，這體現在其系統教育與學習計劃中。耶穌會為使其成員能有效地在社會生活中發揮作用，特別注意耶穌會士的教育。此培訓往往長達15年之久，學習各種語言、文學、哲學、神學、法學、醫學以及自然科學知識。在兩年的見習期即初學階段，入會人員要過著一種嚴格的耶穌會士生活，即禱告、團體生活、修有關歷史、會憲、發願等方面的使徒體驗課，還有要做30日的神操課。入會的初學生在結束了兩年的初學培育，他們要公開發貞潔、神貧、聽命三願。發願之後他就成為一個耶穌會世俗助手或進入研究學者階段，花3年－5年研究文學和哲學，同時不斷進行簡單的發誓。此後，研究學者還要在特定的教廷職務上工作2－3年，通常是在中學任教。這以後進入為期4年的神學研究階段，接著是嚴格的考試；考試通過者可成為耶穌會正式會員。若要成為耶穌會神父，還需有資格特別發第四願：效忠教宗。,1
聯合國大會於哪何時舉辦第56屆？,韓國2013年已與世界上192個國家建立外交關係，是聯合國、世貿組織、經合組織、東協十加三、20國集團的成員國，也是亞太經合組織和東亞峰會創始國之一，在國際舞台發揮著積極的作用。韓國是1996-1997年，2013-2014年聯合國安理會非常任理事國，2001年第56屆聯合國大會主席國。韓國還成功舉辦了2000年第三次亞歐會議、2005年亞洲太平洋經濟合作會議會議以及2010年的20國集團第5次峰會。20世紀70年代初，隨著冷戰格局的結束和世界東西方關係的緩和，韓國調整其以往只與西方資本主義國家發展關係的外交政策，開始與社會主義國家陣營接觸。,1
布魯特地區在清朝時是以什麼制度來實施行政規劃的？,此外，中國廣播公司本未採納標檢局將報時說法改掉的建議，直至2007年1月12日中午起才以「現在時間」取代「中原標準時間」作整點報時。中華民國政府在1949年撤遷臺灣前，將全國劃分為5個時區，而其中的「中原時區」和後來的國家標準時間均較世界協調時快八小時。當時是由中華民國內政部主管時區的相關事務，中央研究院等機構負責實際的授時工作。臺灣則在日治時期的1896年1月至1937年9月間採用日本標準時的「西部標準時」，1937年10月1日至1945年間因日本發動太平洋戰爭與日本本土同為「中央標準時」。1945年戰爭結束，於9月21日恢復西部標準時。1945年至1979年間，中華民國政府曾實施日光節約時間，因民間反應不佳，1980年起不再實施。,0
憂鬱症、躁鬱症、人格障礙、物質濫用以及什麼為自殺風險因素?,自殺是指當事者蓄意使自己死亡的行為。試圖自殺或非致命的自殺行為一般視為自殘，有自殺的意圖，但後來沒有死亡。協助自殺是指一個人藉由提供建議或是其他方式，協助有死亡意願者達成目的，但沒有直接參與導致死亡的過程，這和安樂死不同，在安樂死中他人有直接參與導致死亡的過程。自殺意念是有自殺的想法，有可能會演變成意圖自殺。自殺的風險因素包括憂鬱症、躁鬱症、思覺失調症、人格障礙或是物質濫用在內的心理疾病，其他因素還有因為經濟問題、人際問題或是霸凌而有的壓力而產生的衝動行為。以往曾試圖自殺的人，再度自殺的可能性也較高。自殺防制的方式包括管制可能用來自殺的物品，提高取得的難度，治療心理疾病及物質濫用，改善媒體報導自殺的方式，及提升經濟條件等。生命線類的協談電話雖常見，但到2007年時，有關其成效的研究還不太充份。,1
東羅馬帝國本為羅馬帝國的東半部，且整體崇尚哪個文明?,鶴崗市是中華人民共和國黑龍江省下轄的地級市，位於黑龍江省北部，東南部隔松花江與富錦市、佳木斯市相望，西連伊春市，北部界黑龍江與俄羅斯比羅比詹猶太自治州接壤。清朝時期，為湯原縣下轄的鶴立鎮。鶴崗市座落在小興安嶺與三江平原的緩衝地帶，地勢平坦，適合農作物的生長。另外，鶴崗屬中溫帶大陸性季風氣候，冬嚴長乾燥，夏季溫暖多雨，秋涼爽。1月平均氣溫−17.2℃，7月平均氣溫21.7℃。全年均溫3.43℃、降水一般在600－650毫米，無霜期為130天，年日照為2700時。6－9月占全年降水量的77%。鶴崗地處黑龍江中游，礦產資源種類繁多，其中尤以煤炭、石墨和黃金最為突出。已探明的煤炭總儲量達30億噸，工業儲量22.65億噸，可采儲量11億噸。煤種主要為氣煤和1/3焦煤。石墨資源得天獨厚，儲量約達6億噸。黃金儲量豐富，儲量約為30噸。鶴崗市坐擁連片且土質肥沃，是重要的糧食產區，盛產大豆、水稻、玉米、小麥以及馬鈴薯、甜菜、菸草等糧食、經濟作物。森林資源豐富，主要經濟樹種有紅松、魚鱗松、楊樹、水曲柳、黃菠蘿等。,0
約克縣在什麼時間之後就不包含多倫多了？,另一方面，二戰後的移民潮令多倫多的市郊衛星城鎮迅速增長，而為了更有效管理和協調土地和其他資源的分配，多倫多市和十二個周邊城鎮於1954年脫離約克縣，並組成大多倫多市，相當於安大略省的區或縣，為省以下的一級區劃。大多市政府負責管理涉及多個城鎮的事務，包括公路維修、食水供應、污水處理和公共運輸等。大多市內的城鎮區劃於1967年進行整固後下分為五個市以及一個市區：舊多倫多市、東約克、怡陶碧谷、士嘉堡、北約克、約克。1998年1月1日，六個行政區合併為新的多倫多市，大多市相應取消，從此以後多倫多市成為直屬省的一個市。,1
科學家在5個實驗室幾乎同時發現並且提取出一種酶是在西元幾年?,林登·貝恩斯·詹森出生於佩德納萊斯河，德克薩斯州石牆郡的小農莊，他是五個孩子中最大的。他的父母小山繆·伊爾·詹森和利百加·貝恩斯育有三個女孩和兩個男孩：詹森和他的兄弟，山姆·休斯頓·詹森，和姐妹利百加，約瑟法和聖露西亞。附近的城鎮詹森城是以詹森的父親的表弟，詹姆士·波爾克·詹森命名。詹森有英格蘭，艾爾斯特蘇格蘭和德國血統。1930年畢業於德克薩斯州西南師範學院。1930年至1932年於休斯頓某學校教授演說和辯論。1931年受聘於克萊伯格議員，擔任祕書工作。1935年被富蘭克林·德拉諾·羅斯福總統任命為全國學生事務管理局德克薩斯州負責人。任職期間他成績卓著。,0
轉劃歸台州專區是於西元幾年的時候?,中華民國廢廳改縣，復改定海縣。歸屬於寧波市管轄。日本侵華，舟山落入日軍之手。1942年10月1日，日本軍船里斯本丸運英國戰俘往日本，中途在舟山被美國太平洋艦隊潛艇部隊第81分隊的鱸魚號發射魚雷擊中，日軍棄船，千多名英軍戰俘遇害。 當地中國漁民義救出300多名英國軍人。1945年，日本戰敗投降，舟山復歸中華民國。1949年，民國三十八年，因戰時需要，定海縣分為定海、滃州兩縣，馬跡山以北蘇屬各島設立江蘇省嵊泗縣。1950年5月13日夜至16日拂曉，駐舟山的中華民國國軍秘密自舟山當地撤退，滃州縣實際解散，是爲舟山撤退。之後中國人民共和國，中國共產黨解放軍進占舟山群島，成立定海縣人民政府，屬寧波專區管轄。1953年3月經政務院批准，定海縣轄區分為定海縣、普陀縣、岱山縣3縣，並從江蘇省劃入嵊泗縣，成立舟山專區。1954年象山縣自寧波專區劃入，但在1958年轉劃歸台州專區。1959年撤定海、普陀、岱山、嵊泗縣，合併成立舟山縣，舟山專區僅轄舟山1縣。1960年1月4日，舟山專區撤消，舟山縣改屬寧波專區。同年11月，所屬嵊泗人民公社劃歸上海市。1962年5月重新設立舟山專區，並撤銷舟山縣，改分為定海、普陀、岱山、大衢、嵊泗5縣。1964年大衢縣撤銷，其轄區分別劃歸岱山、嵊泗2縣。1967年3月起舟山專區改稱舟山地區。,1
盤古大陸是在哪一時代剛開始時出現的？,古生代晚期的大陸位置相當不明確，而科學家已能大致推算出中生代的各大陸位置。在中生代開始時，各大陸連接為一塊超大陸－盤古大陸。盤古大陸後來分裂成南北兩片，北方的勞亞大陸，與南方的岡瓦納大陸，之間是特提斯海。各大陸的分裂形成大西洋沿岸的被動大陸邊緣，例如美國的東部海岸。在中生代期間，各大陸逐漸移動到接近現在的位置。勞亞大陸分裂為北美和歐亞大陸，南方的岡瓦納大陸分裂為南美、非洲、印度與馬達加斯加、澳洲和南極洲，只有澳洲沒有和南極洲完全分裂。印度在新生代時期與歐亞大陸碰撞、聚合，形成喜馬拉雅山脈。,1
花生味的米香在何時出現？,米香為不加水，只用高溫使米膨脹。一般以混合糖的製法為主，近年亦有巧克力、花生味等口味。米花糖與米通相似。一般以棒狀或條狀售賣。米餅包括雪米餅、香米餅、仙貝及嬰兒吃的牙餅等。米菓為日式米餅。把剩下的米，搓成塊狀拿去炸，之後加上海苔粉。腸粉是廣東小吃，傳統以碎肉、魚片、蝦仁為餡。也是港式酒樓常見的點心，一般常見的以鮮蝦腸粉、牛肉腸粉和叉燒腸粉為主。香港傳統粥店則會提供炸兩滑腸粉，是在腸粉內包上油條；粥店也有淨腸粉，也是一種街頭小吃，經常配以甜醬、辣醬、芝麻食用。蘿蔔糕為中國南方的菜色。將蘿蔔切絲後混入米漿蒸製成的料理。,1
法蘭克福一半以上的人口有著移民背景是由於這是一個怎麼樣的城市?,1789年6月20日，法國三級會議會場被封閉後，會議中的第三等級代表和一些下級僧侶、激進貴族前往凡爾賽宮室內網球場集會，簽署了著名的《網球場宣言》，宣誓稱如未能為法國制訂出一部成文憲法，就絕不解散。1870年普法戰爭期間，凡爾賽宮被普魯士帝國軍隊占領，1871年1月18日普魯士國王威廉一世在鏡廳內加冕成為德意志帝國皇帝，同年2月26日在凡爾賽與法國簽訂了初步和約。此後入住凡爾賽宮的梯也爾政府策劃了鎮壓巴黎公社的行動。第一次世界大戰結束後，協約國於1919年6月28日在鏡廳與德國簽訂了《凡爾賽和約》，1920年6月4日在大特里亞農宮簽訂了同匈牙利王國的特里亞農和約。1937年，凡爾賽宮作為歷史博物館對公眾開放。法國政府多次在宮中和花園中舉辦外事活動，召開國際會議，簽署國際條約。,0
夜柔吠陀與阿闥婆吠陀均可以最為研究哪一門語言的參考？,要探討從梨俱吠陀到波你尼時代梵語的發展，可以考察印度教其它文本，如娑摩吠陀、夜柔吠陀、阿闥婆吠陀、梵書和奧義書。在此期間，這門語言的威望、它的神聖用途及其正確發音的重要性，形成了一股強大的保守力量，防止梵語像普通語言一樣隨時間而演變。現存最古老的梵語文法是波你尼的《八篇書》，大約於公元前四世紀成形。它本質上是規範性文法，就是說它定義了正確梵語的用法，儘管它包含了描述成分，但大多是處理在波你尼時代已經廢棄了的某些吠陀形式。這裡所說的「梵語」不作脫離於其他語言的特殊語言看待，而是視作講話的高雅純正或完美方式。通過梵語文法家如波你尼的精密分析，梵語的知識在古印度是社會等級層次高和教育程度高的標誌，並主要教授給高等世襲階級的成員。梵語作為古印度的學術語言，與俗語同時共存，而俗語演化成了中古印度-雅利安語方言，並最終演化成了當代的各種印度-雅利安語言。,1
為何敦梅學校經常在灣仔各處戰前唐樓的不同單位進行教學？,早期的時候，越南人並沒有為自己的語言發明適合的書寫系統。大約從東漢開始，漢字開始有系統和大規模的傳入越南。到了越南陳朝以後，漢字已經成為越南政府以及民間的主要文字，此時大量的漢字著作開始出現，最著名的就是15世紀編撰的《大越史記全書》。值得注意是，這些以漢字寫成的文章基本上並不按照越南語的文法規則書寫，也不採用越南語的辭彙，而是純粹的用古漢語的文法寫成。故此，這些漢字著作是漢文著作，而與當時的越南語口語有很大差異。由於越南口語與漢語不同，文言文無法準確紀錄越南本民族語言，在漢字在越南逐漸傳播開後，一些人開始嘗試以漢字作為基礎，以創造新的文字來紀錄越南本民族語言，這些字就是喃字。大約在8世紀的時候喃字開始出現，13世紀的時候，越南文人開始用喃字進行文學創作。此間最著名的文學作品莫過於阮攸19世紀寫成的《金雲翹傳》。越南上層社會由於有很濃厚的尊漢思想，一直很排斥這種文字，國家教育機關也沒有將它作為正式文字看待，也沒有對它進行整理規範的工作。儘管此間的胡朝或者是西山阮朝富春朝廷政權之統治者曾經重視喃字，並且將其提升到國家文書用字的地位。現在的越南語使用拉丁字母書寫，叫做國語字。它是由17世紀到越南的法國傳教士亞歷山大·羅德，根據先前傳教士的拼寫原則的基礎上整合而成。在19世紀法國佔領越南時期，這種書寫體系流行起來，並於20世紀全面開始使用。,0
什麼戰爭用來形容，南斯拉夫獨立出來的新國家的暴力衝突?,1925年，阿森納聘請哈德斯菲爾德的總教練赫爾伯特·查普曼帶領球隊。於5年間，他建立了一隊全新的阿森納，委任湯·韋迪加作為球隊的訓練員、把球隊的陣式改為「WM陣式」、購入大衛·積克、艾迪·夏普特和基夫·巴斯廷等球員，其中大衛·積克的轉會費更打破當時的紀錄。在總教練查普曼帶領下，1930年阿森納首奪英格蘭足總盃冠軍，亦贏得了1930-31賽季及1932-33賽季兩屆甲級聯賽冠軍。查普曼對阿森納貢獻良多，除了採用有號碼印在背面的球衣和更改了球衣的顏色，在紅色的球衣加上白色袖子外，他亦成功爭取將當地原名基利士比路的地鐵站改名為阿森納站和建成了具有裝飾藝術運動色彩的東看台，並為球場加入泛光燈。,0
政府的福利政策、教育政策這些都包括為哪種政策?,政策顯示組織的目的。政策藉由引導各種決定的建立來影響世界。無論政策是否明文列出來，它們都存在於各種的組織之內。政策可以有很多種歸納方法，以下的分類是一例。分發式政策用作分發產品或擴展服務到組織的所有成員，也包括讓所有組織成員攤分產品或服務的開支。例如：政府的福利政策、教育政策、公眾安全政策及道路政策，或專業團體的成員培訓政策。守則與規定用於限制個人或組織的自由、限制他們的權力和強制他們要有哪些行為。這一類政策可以使人較容易地分辨個人或組織哪些為良好行為、哪些為不好的行為，並為不好的行為制定罰則。道路上的車速限制便是一種典型的公共守則。憲法確立行政權及法律效力，亦是平均人權、個人自由及行政、立法機關管治民眾的合法性的依據。,1
經濟合作與發展組織的三十個會員國中哪一國家是在全球金融危機時復甦速度第一的？,聯邦制是由兩個或兩個以上的政治實體結合而成的一種國家結構形式。聯邦制國家由各個聯邦成員組成，各成員單位先於聯邦國家存在。聯邦成員國在聯邦國家成立之前，是單獨的享有主權的政治實體；加入聯邦之後，雖然不再有完全獨立的主權，但在聯邦憲法規定的範圍內，聯邦成員的主權仍受到法律的保護，聯邦成員有自己的憲法和法律。在組成聯邦制國家時，聯邦成員單位把各自的部分權力讓渡給聯邦政府，同時又保留了部分管理內部事務的權力，國民享有聯邦和各成員單位的雙重國籍。聯邦憲法明確界定聯邦政府統一行使的權力和各成員國的中央政府所保留的權力，即聯邦權力是來源於各成員的參與。聯邦成員有自己的獨立的立法、行政和司法機構，和聯邦國家的最高司法、行政、立法機構不存在隸屬關係。聯邦國家的主權由聯邦和各成員單位分享，聯邦政府對外代表國家主權。但是各聯邦成員也在聯邦憲法允許的範圍內享有一定的外交獨立性，可以與其他外交主體簽訂一些協議，部份聯邦成員單位也可以以聯邦成員身份參與各個國際組織。聯邦憲法未指明屬聯邦政府之權力，即屬地方所有，稱為「剩餘權力」。,0
只有一組齒輪，不能夠變速，重量也重得許多的腳踏車是在什麼年代的舊腳踏車?,羅德里哥於1431年1月1日生於阿拉貢王國瓦倫西亞小鎮克薩蒂瓦。羅德里哥於1455年在舅舅阿方索·德·博爾哈選舉成為教宗卡利克斯特三世後，改用了波吉亞作為自己的姓。羅德里哥·波吉亞在博洛尼亞大學學習法律，並獲得了教會法學博士學位，被人認為「是一名卓越的、頭腦清晰的法律學家」。1456年，在他舅舅成為教宗後，25歲的他領受聖職成為San Nicola in Carcere教堂的執事。一年後，被任命為教廷的副大法官，那個時代典型的裙帶關係。1468年，領受鐸品成為神父，然後在1471年，祝聖為天主教阿爾巴諾羅馬城郊教區主教。在為五位教宗服務之後，羅德里哥·波吉亞積攢了充分的經驗、影響力與財富。,0
香山在什麼時候成為與東莞同等級的行政區？,元世祖忽必烈，孛兒只斤氏，蒙古族，政治家，軍事家。父拖雷的第四子，母唆魯禾帖尼的第二子。1260年5月5日在自己的弟弟旭烈兀的支持和封地屬臣的擁立下，自立為大蒙古國大汗，稱大蒙古國皇帝。1271年12月18日，忽必烈改國號為「大元」，建立元朝，成為元朝首任皇帝。忽必烈於1260年5月5日—1276年2月4日自立為汗期間實際統治中國北方及蒙古高原地區屬於蒙古大汗的直轄領地，於1271年12月18日-1294年2月18日作為元朝皇帝統治中國，前後一共掌權34年，在皇帝位23年。1276年2月4日，元軍攻入臨安，宋恭帝奉上傳國玉璽和降表，南宋滅亡，元朝成為全國性政權。1279年3月19日，南宋海上流亡政權殘餘的最後一支抵抗力量被消滅，元朝統一全國。1276年2月4日，宋恭帝在降表中為忽必烈上尊號大元仁明神武皇帝。1284年1月24日，群臣為忽必烈上尊號憲天述道仁文義武大光孝皇帝。去世後，獲諡號聖德神功文武皇帝，廟號世祖，蒙古語尊號薛禪皇帝。,0
